time_sec,AF7
0.0,-22.94921875
0.0038962364196777344,-20.01953125
0.007792234420776367,-12.20703125
0.011688470840454102,-10.7421875
0.015584707260131836,-17.578125
0.01948094367980957,-21.484375
0.023376941680908203,-20.5078125
0.027273178100585938,-32.2265625
0.031169414520263672,-28.80859375
0.035065650939941406,-16.6015625
0.03896164894104004,-25.87890625
0.04285788536071777,-21.97265625
0.04691171646118164,-10.7421875
0.050807952880859375,-17.578125
0.05470418930053711,-25.390625
0.058600425720214844,-22.4609375
0.06249642372131348,-24.4140625
0.06639266014099121,-32.71484375
0.07028889656066895,-37.109375
0.07418513298034668,-26.3671875
0.07808136940002441,-21.97265625
0.08197736740112305,-32.71484375
0.08587360382080078,-39.55078125
0.08976984024047852,-31.73828125
0.09380841255187988,-20.01953125
0.09770464897155762,-17.08984375
0.10160088539123535,-17.08984375
0.10549712181091309,-17.578125
0.10939335823059082,-17.578125
0.11328959465026855,-15.13671875
0.11718583106994629,-20.5078125
0.12108206748962402,-25.390625
0.12497806549072266,-27.83203125
0.1288743019104004,-26.85546875
0.13277053833007812,-26.85546875
0.13666677474975586,-27.83203125
0.1406996250152588,-26.3671875
0.14459586143493652,-35.64453125
0.14849209785461426,-50.78125
0.152388334274292,-60.05859375
0.15628457069396973,-52.24609375
0.16018080711364746,-49.31640625
0.1640770435333252,-50.78125
0.16797327995300293,-38.57421875
0.17186951637268066,-43.45703125
0.1757657527923584,-46.38671875
0.17966198921203613,-37.109375
0.18355822563171387,-40.0390625
0.18758344650268555,-42.48046875
0.19147968292236328,-46.38671875
0.19537591934204102,-40.52734375
0.19927215576171875,-41.50390625
0.20316839218139648,-45.41015625
0.20706462860107422,-42.96875
0.21096086502075195,-35.15625
0.2148571014404297,-20.01953125
0.21875333786010742,-21.97265625
0.22264957427978516,-22.4609375
0.2265458106994629,-29.78515625
0.23044204711914062,-30.2734375
0.23445987701416016,-16.6015625
0.2383561134338379,-17.08984375
0.24225234985351562,-13.18359375
0.24614858627319336,-17.08984375
0.2500448226928711,-32.2265625
0.25394105911254883,-37.59765625
0.25783729553222656,-36.1328125
0.2617335319519043,-30.2734375
0.26563000679016113,-26.3671875
0.26952624320983887,-29.78515625
0.2734224796295166,-28.80859375
0.27731871604919434,-23.4375
0.281329870223999,-30.76171875
0.28522634506225586,-38.0859375
0.2891225814819336,-32.2265625
0.29301881790161133,-25.87890625
0.29691505432128906,-22.94921875
0.3008112907409668,-21.484375
0.30470752716064453,-31.73828125
0.30860376358032227,-40.0390625
0.3125,-28.3203125
0.31639623641967773,-26.3671875
0.32029247283935547,-34.1796875
0.3241887092590332,-29.78515625
0.32819271087646484,-19.04296875
0.3320889472961426,-17.08984375
0.3359851837158203,-14.16015625
0.33988142013549805,-9.27734375
0.3437776565551758,-10.7421875
0.3476738929748535,-11.71875
0.35157036781311035,-12.20703125
0.3554666042327881,-13.671875
0.3593628406524658,-9.27734375
0.36325907707214355,-9.765625
0.3671553134918213,-2.9296875
0.371051549911499,-10.25390625
0.3751075267791748,-20.5078125
0.37900376319885254,-8.7890625
0.3828999996185303,-16.6015625
0.386796236038208,-20.99609375
0.39069271087646484,-11.23046875
0.3945889472961426,-14.6484375
0.3984851837158203,-15.13671875
0.40238142013549805,-7.8125
0.4062776565551758,-17.578125
0.4101741313934326,-17.08984375
0.41407036781311035,-14.16015625
0.4179666042327881,-15.13671875
0.422011137008667,-9.27734375
0.42590761184692383,-16.11328125
0.42980384826660156,-5.859375
0.4337000846862793,12.6953125
0.43759632110595703,-1.46484375
0.44149279594421387,-12.6953125
0.4453890323638916,-8.30078125
0.44928526878356934,-13.671875
0.45318150520324707,-20.5078125
0.4570779800415039,-17.08984375
0.46097421646118164,-11.71875
0.4648704528808594,-20.99609375
0.46890878677368164,-26.85546875
0.4728050231933594,-15.625
0.4767014980316162,-3.41796875
0.48059773445129395,-4.8828125
0.4844939708709717,-20.99609375
0.4883904457092285,-36.1328125
0.49228668212890625,-21.97265625
0.496182918548584,-7.32421875
0.5000791549682617,-7.8125
0.5039756298065186,-13.18359375
0.5078718662261963,-22.94921875
0.511768102645874,-20.5078125
0.5157992839813232,-23.92578125
0.5196957588195801,-24.90234375
0.5235919952392578,-13.671875
0.5274882316589355,-13.671875
0.5313847064971924,-24.90234375
0.5352809429168701,-28.80859375
0.539177417755127,-9.27734375
0.5430736541748047,-5.37109375
0.5469698905944824,-21.484375
0.5508663654327393,-15.13671875
0.554762601852417,-12.20703125
0.5586590766906738,-32.2265625
0.5626826286315918,-30.2734375
0.5665791034698486,-22.4609375
0.5704753398895264,-29.296875
0.5743718147277832,-37.109375
0.5782680511474609,-27.83203125
0.5821645259857178,-12.6953125
0.5860607624053955,-19.04296875
0.5899569988250732,-24.4140625
0.5938534736633301,-20.5078125
0.5977497100830078,-14.16015625
0.6016461849212646,-9.27734375
0.6055424213409424,-13.18359375
0.609562873840332,-21.97265625
0.6134591102600098,-16.11328125
0.6173555850982666,-10.25390625
0.6212518215179443,-14.16015625
0.6251482963562012,-10.7421875
0.6290445327758789,-13.18359375
0.6329410076141357,-19.53125
0.6368372440338135,-22.4609375
0.6407337188720703,-30.2734375
0.644629955291748,-23.92578125
0.6485264301300049,-16.11328125
0.6524226665496826,-15.625
0.65643310546875,-20.01953125
0.6603293418884277,-16.11328125
0.6642258167266846,-12.20703125
0.6681220531463623,-18.06640625
0.6720185279846191,-26.3671875
0.6759147644042969,-23.4375
0.6798112392425537,-18.5546875
0.6837074756622314,-19.04296875
0.6876039505004883,-26.85546875
0.6915004253387451,-21.484375
0.6953966617584229,-0.48828125
0.6992931365966797,-0.48828125
0.7032995223999023,-9.27734375
0.7071959972381592,-19.53125
0.7110922336578369,-21.97265625
0.7149887084960938,-18.5546875
0.7188849449157715,-18.5546875
0.7227814197540283,-24.90234375
0.7266778945922852,-33.203125
0.7305741310119629,-25.390625
0.7344706058502197,-22.4609375
0.7383668422698975,-22.94921875
0.7422633171081543,-20.5078125
0.7461597919464111,-19.53125
0.7502098083496094,-29.78515625
0.7541062831878662,-42.48046875
0.758002519607544,-34.66796875
0.7618989944458008,-39.55078125
0.7657954692840576,-43.45703125
0.7696917057037354,-34.66796875
0.7735881805419922,-30.2734375
0.777484655380249,-19.53125
0.7813808917999268,-17.08984375
0.7852773666381836,-22.4609375
0.7891738414764404,-16.11328125
0.7930700778961182,-21.97265625
0.7971131801605225,-27.34375
0.8010096549987793,-22.94921875
0.8049061298370361,-30.76171875
0.808802604675293,-31.25
0.8126988410949707,-26.85546875
0.8165953159332275,-31.25
0.8204917907714844,-38.0859375
0.8243880271911621,-29.296875
0.828284502029419,-18.5546875
0.8321809768676758,-24.4140625
0.8360774517059326,-30.76171875
0.8399736881256104,-26.3671875
0.8440146446228027,-25.87890625
0.8479111194610596,-22.94921875
0.8518075942993164,-9.27734375
0.8557038307189941,-11.71875
0.859600305557251,-13.18359375
0.8634967803955078,-3.90625
0.8673932552337646,-3.90625
0.8712897300720215,-12.6953125
0.8751859664916992,-7.32421875
0.879082441329956,-6.34765625
0.8829789161682129,-7.8125
0.8868753910064697,-4.8828125
0.890904426574707,-8.7890625
0.8948009014129639,-7.8125
0.8986973762512207,-9.27734375
0.9025936126708984,-13.671875
0.9064900875091553,-16.6015625
0.9103865623474121,-25.87890625
0.914283037185669,-31.25
0.9181795120239258,-15.625
0.9220759868621826,-6.34765625
0.9259722232818604,-9.765625
0.9298686981201172,-14.6484375
0.933765172958374,-18.5546875
0.9377872943878174,-25.87890625
0.9416837692260742,-21.484375
0.945580244064331,-11.23046875
0.9494767189025879,-6.34765625
0.9533731937408447,-8.7890625
0.9572696685791016,-9.27734375
0.9611661434173584,-4.8828125
0.9650626182556152,-9.765625
0.968958854675293,-15.625
0.9728553295135498,-9.765625
0.9767518043518066,-8.30078125
0.9806482791900635,-13.18359375
0.9846634864807129,-16.6015625
0.9885599613189697,-14.16015625
0.9924564361572266,-14.6484375
0.9963529109954834,-13.18359375
1.0002493858337402,-10.25390625
1.004145860671997,-2.9296875
1.008042335510254,-5.859375
1.0119388103485107,-5.37109375
1.0158352851867676,-6.34765625
1.0197317600250244,-16.6015625
1.0236282348632812,-7.8125
1.027524709701538,-4.39453125
1.03153657913208,-7.32421875
1.035433053970337,-7.32421875
1.0393295288085938,-7.8125
1.0432260036468506,-8.7890625
1.0471224784851074,-10.25390625
1.0510189533233643,-14.6484375
1.054915428161621,-11.23046875
1.058811902999878,-9.27734375
1.0627083778381348,-16.6015625
1.0666048526763916,-26.3671875
1.0705013275146484,-25.87890625
1.0743978023529053,-27.34375
1.0784001350402832,-23.92578125
1.08229660987854,-7.8125
1.0861930847167969,-22.4609375
1.0900895595550537,-32.71484375
1.0939860343933105,-20.99609375
1.0978827476501465,-23.92578125
1.1017792224884033,-34.1796875
1.1056756973266602,-31.25
1.109572172164917,-15.13671875
1.1134686470031738,-9.765625
1.1173651218414307,-19.04296875
1.1212615966796875,-30.2734375
1.1253111362457275,-38.0859375
1.1292076110839844,-33.203125
1.1331040859222412,-20.5078125
1.137000560760498,-16.6015625
1.1408970355987549,-26.3671875
1.1447935104370117,-29.78515625
1.1486902236938477,-23.4375
1.1525866985321045,-18.06640625
1.1564831733703613,-11.71875
1.1603796482086182,-9.765625
1.164276123046875,-14.6484375
1.1681725978851318,-21.97265625
1.1722137928009033,-25.390625
1.1761102676391602,-20.99609375
1.180006742477417,-21.484375
1.1839032173156738,-21.484375
1.1877996921539307,-15.13671875
1.1916964054107666,-13.671875
1.1955928802490234,-18.06640625
1.1994893550872803,-27.83203125
1.203385829925537,-18.5546875
1.207282304763794,-7.8125
1.2111787796020508,-15.625
1.2150754928588867,-12.6953125
1.2191100120544434,-4.8828125
1.2230064868927002,-8.7890625
1.226902961730957,-15.13671875
1.230799674987793,-14.16015625
1.2346961498260498,-14.6484375
1.2385926246643066,-15.13671875
1.2424890995025635,-16.6015625
1.2463855743408203,-18.06640625
1.2502822875976562,-16.6015625
1.254178762435913,-18.06640625
1.25807523727417,-17.08984375
1.2619717121124268,-17.08984375
1.2659993171691895,-20.5078125
1.2698957920074463,-21.97265625
1.2737922668457031,-22.94921875
1.27768874168396,-19.04296875
1.281585454940796,-22.94921875
1.2854819297790527,-29.78515625
1.2893784046173096,-38.57421875
1.2932748794555664,-45.41015625
1.2971715927124023,-46.38671875
1.3010680675506592,-47.8515625
1.304964542388916,-42.96875
1.308861255645752,-40.52734375
1.3128819465637207,-41.9921875
1.3167786598205566,-37.109375
1.3206751346588135,-23.92578125
1.3245716094970703,-23.92578125
1.3284683227539062,-26.3671875
1.332364797592163,-23.92578125
1.33626127243042,-25.390625
1.3401579856872559,-22.94921875
1.3440544605255127,-21.484375
1.3479509353637695,-33.69140625
1.3518476486206055,-34.1796875
1.3557441234588623,-13.671875
1.359757900238037,-10.7421875
1.363654613494873,-15.13671875
1.3675510883331299,-19.53125
1.3714475631713867,-21.97265625
1.3753442764282227,-17.08984375
1.3792407512664795,-23.4375
