relative_time_sec,lsl_timestamp,local_timestamp_perf_counter,AF7
0.000609055000495573,1778210920.0354903,7029.377162378,-108.3984375
0.010204379999777302,1778210920.0393963,7029.386757703,-190.91796875
0.010229147000245575,1778210920.0433023,7029.38678247,-249.0234375
0.010239195999929507,1778210920.0472083,7029.386792519,-273.92578125
0.010340097000153037,1778210920.0511143,7029.38689342,-287.59765625
0.010356739000599191,1778210920.0550203,7029.386910062,-287.59765625
0.010389451000264671,1778210920.0589263,7029.386942774,-254.39453125
0.010505932000342,1778210920.0628324,7029.387059255,-243.65234375
0.010518566000428109,1778210920.0667384,7029.387071889,-260.25390625
0.01052651100053481,1778210920.0706444,7029.387079834,-210.9375
0.010533985000620305,1778210920.0745504,7029.387087308,-165.52734375
0.010540778000176942,1778210920.0784564,7029.387094101,-135.7421875
0.010548002000177803,1778210920.0823631,7029.387101325,-105.46875
0.07047475699982897,1778210920.0862691,7029.44702808,-80.078125
0.07049570700019103,1778210920.0901752,7029.44704903,-69.3359375
0.0706401810002717,1778210920.0940812,7029.447193504,-77.1484375
0.07065093100027298,1778210920.0979872,7029.447204254,-64.453125
0.07065852600044309,1778210920.1018932,7029.447211849,-29.296875
0.0707234689998586,1778210920.1057992,7029.447276792,-32.2265625
0.07073380900055781,1778210920.109705,7029.447287132,-85.44921875
0.0707535760002429,1778210920.113611,7029.447306899,-76.66015625
0.0708104639998055,1778210920.117517,7029.447363787,-41.9921875
0.07082095399982791,1778210920.121423,7029.447374277,-60.05859375
0.07088099800057535,1778210920.125329,7029.447434321,-68.84765625
0.07090438199975324,1778210920.1292367,7029.447457705,-52.734375
0.11552545399990777,1778210920.1331427,7029.492078777,-36.1328125
0.11556183300035627,1778210920.1370487,7029.492115156,-32.71484375
0.1157264559997202,1778210920.1409547,7029.492279779,-34.1796875
0.11579565700048988,1778210920.1448607,7029.49234898,-11.23046875
0.11588099900018278,1778210920.1487668,7029.492434322,5.859375
0.11590002499997354,1778210920.1526728,7029.492453348,-3.41796875
0.11591589500039845,1778210920.1565788,7029.492469218,-3.90625
0.11593162500048493,1778210920.1604848,7029.492484948,26.3671875
0.11594821600010619,1778210920.1643908,7029.492501539,41.9921875
0.11596367499987537,1778210920.1682968,7029.492516998,15.625
0.11597922500004643,1778210920.1722028,7029.492532548,8.30078125
0.11599500500051363,1778210920.1761103,7029.492548328,38.0859375
0.1655135640003209,1778210920.1800163,7029.542066887,43.45703125
0.1655437110002822,1778210920.183922,7029.542097034,18.5546875
0.16556043299988232,1778210920.187828,7029.542113756,15.13671875
0.16567298600057256,1778210920.191734,7029.542226309,32.71484375
0.16571174999990035,1778210920.19564,7029.542265073,28.80859375
0.1657291230003466,1778210920.199546,7029.542282446,-1.953125
0.16574145600043266,1778210920.203452,7029.542294779,-23.4375
0.1657528280002225,1778210920.2073581,7029.542306151,10.25390625
0.16576383899973735,1778210920.2112641,7029.542317162,0.0
0.16577480900014052,1778210920.2151701,7029.542328132,-73.2421875
0.16578570999990916,1778210920.2190762,7029.542339033,-74.70703125
0.16579660099978355,1778210920.2229836,7029.542349924,-62.5
0.20592293000026984,1778210920.2268896,7029.582476253,-94.23828125
0.20596357700014778,1778210920.2307956,7029.5825169,-104.00390625
0.20599555799981317,1778210920.2347016,7029.582548881,-86.42578125
0.20615097200061427,1778210920.2386076,7029.582704295,-103.515625
0.2061951659998158,1778210920.2425137,7029.582748489,-127.9296875
0.20620600700021896,1778210920.2464197,7029.58275933,-152.83203125
0.20621497400043154,1778210920.2503257,7029.582768297,-169.921875
0.20622392099994613,1778210920.2542317,7029.582777244,-152.83203125
0.2062315849998413,1778210920.2581377,7029.582784908,-188.4765625
0.2062408330002654,1778210920.2620435,7029.582794156,-237.79296875
0.20624853699973755,1778210920.2659495,7029.58280186,-226.5625
0.20625624200056336,1778210920.269857,7029.582809565,-229.98046875
0.25025336100043205,1778210920.273763,7029.626806684,-278.80859375
0.25027917999977944,1778210920.2776687,7029.626832503,-307.12890625
0.2502955310001198,1778210920.2815747,7029.626848854,-290.0390625
0.25051215199982835,1778210920.2854807,7029.627065475,-299.31640625
0.25056356900040555,1778210920.2893867,7029.627116892,-314.94140625
0.250579339000069,1778210920.2932928,7029.627132662,-318.84765625
0.2506332510001812,1778210920.2971988,7029.627186574,-307.6171875
0.2506457350000346,1778210920.3011048,7029.627199058,-324.70703125
0.2506568460003109,1778210920.3050108,7029.627210169,-387.20703125
0.25066772700029105,1778210920.3089168,7029.62722105,-374.0234375
0.25067903800027125,1778210920.3128228,7029.627232361,-342.7734375
0.250690169000336,1778210920.31673,7029.627243492,-354.4921875
0.295400189999782,1778210920.320636,7029.671953513,-361.81640625
0.29582145899985335,1778210920.324542,7029.672374782,-345.703125
0.29584107600021525,1778210920.328448,7029.672394399,-342.28515625
0.2958506450004279,1778210920.332354,7029.672403968,-349.12109375
0.2958601130003444,1778210920.33626,7029.672413436,-336.42578125
0.29588765500011505,1778210920.340166,7029.672440978,-339.35546875
0.29607468900030653,1778210920.344072,7029.672628012,-315.4296875
0.2960896880003929,1778210920.347978,7029.672643011,-327.63671875
0.29610826299995097,1778210920.3518841,7029.672661586,-362.3046875
0.2961761819997264,1778210920.3557901,7029.672729505,-330.56640625
0.29619117000038386,1778210920.3596961,7029.672744493,-318.359375
0.29620076900027925,1778210920.363603,7029.672754092,-326.66015625
0.34021906799989665,1778210920.3675091,7029.716772391,-347.16796875
0.34024095899985696,1778210920.3714151,7029.716794282,-349.609375
0.3402768070000093,1778210920.375321,7029.71683013,-347.65625
0.34030289700058347,1778210920.379227,7029.71685622,-362.3046875
0.340331401000185,1778210920.383133,7029.716884724,-365.234375
0.3403505070000392,1778210920.387039,7029.71690383,-371.58203125
0.340400853000574,1778210920.390945,7029.716954176,-388.18359375
0.34041010000055394,1778210920.394851,7029.716963423,-421.875
0.340476655999737,1778210920.398757,7029.717029979,-399.90234375
0.340542261000337,1778210920.402663,7029.717095584,-384.765625
0.34056371099995886,1778210920.406569,7029.717117034,-409.1796875
0.3405773570002566,1778210920.410476,7029.71713068,-430.6640625
0.3983913970005233,1778210920.414382,7029.77494472,-457.03125
0.3984304309997242,1778210920.418288,7029.774983754,-490.234375
0.3984698149997712,1778210920.422194,7029.775023138,-526.3671875
0.39868684700013546,1778210920.4261,7029.77524017,-550.29296875
0.3987266620006267,1778210920.430006,7029.775279985,-565.91796875
0.39875266200033366,1778210920.433912,7029.775305985,-566.89453125
0.3988227449999613,1778210920.437818,7029.775376068,-607.421875
0.398841430000175,1778210920.441724,7029.775394753,-662.59765625
0.39885855300053663,1778210920.44563,7029.775411876,-644.53125
0.3988761259997773,1778210920.449536,7029.775429449,-647.94921875
0.39889320800011774,1778210920.453442,7029.775446531,-677.734375
