window,start_sample,end_sample,start_time_sec,end_time_sec,prediction,probability,status,latency_from_function_sec,computation_time_sec
22,26880,28160,105.0,110.0,1,0.9666666666666667,OK,0.04228227599969614,0.04229894699983561
23,28160,29440,110.0,115.0,1,0.9666666666666667,OK,0.03391380199991545,0.03393187500023487
24,29440,30720,115.0,120.0,0,0.23333333333333334,OK,0.035411510999892926,0.03542836300039198
25,30720,32000,120.0,125.0,0,0.0,OK,0.07403850799983047,0.07405807399982223
26,32000,33280,125.0,130.0,1,1.0,OK,0.04813556899989635,0.048153512999761006
27,33280,34560,130.0,135.0,1,0.7666666666666667,OK,0.03156528799991065,0.031583832999785955
28,34560,35840,135.0,140.0,1,1.0,OK,0.037210095999853365,0.037226907999865944
29,35840,37120,140.0,145.0,1,0.8666666666666667,OK,0.04953073900014715,0.04954811099969447
30,37120,38400,145.0,150.0,1,1.0,OK,0.0662191989999883,0.06623759300009624
31,38400,39680,150.0,155.0,1,0.8666666666666667,OK,0.05639063500029806,0.05641049199994086
32,39680,40960,155.0,160.0,0,0.3333333333333333,OK,0.05056739600013316,0.05058990899988203
33,40960,42240,160.0,165.0,1,1.0,OK,0.060947581000164064,0.060973668999849906
34,42240,43520,165.0,170.0,1,0.6,OK,0.10184319300014977,0.10187064399997325
35,43520,44800,170.0,175.0,0,0.1,OK,0.07781623399978344,0.077834165999775
36,44800,46080,175.0,180.0,1,0.5,OK,0.042036582000037015,0.04205800099998669
37,46080,47360,180.0,185.0,1,0.9666666666666667,OK,0.04428181299999778,0.04430076900007407
38,47360,48640,185.0,190.0,1,0.9666666666666667,OK,0.05853205500034164,0.05854875600016385
39,48640,49920,190.0,195.0,0,0.23333333333333334,OK,0.05939659300020139,0.059417882000161626
40,49920,51200,195.0,200.0,1,0.6,OK,0.04000761999986935,0.04002511199996661
41,51200,52480,200.0,205.0,1,0.9666666666666667,OK,0.03417816999990464,0.034195842999906745
42,52480,53760,205.0,210.0,1,1.0,OK,0.061030224000205635,0.06105585100021926
43,53760,55040,210.0,215.0,1,0.9,OK,0.02826814199988803,0.028284673000143812
44,55040,56320,215.0,220.0,1,0.6666666666666666,OK,0.05524725999975999,0.055273187999773654
45,56320,57600,220.0,225.0,1,1.0,OK,0.029894819999753963,0.029915979000179505
46,57600,58880,225.0,230.0,1,0.7666666666666667,OK,0.03503244999956223,0.03505243699964922
47,58880,60160,230.0,235.0,1,0.9666666666666667,OK,0.0796707930003322,0.07968989800019699
48,60160,61440,235.0,240.0,1,0.9666666666666667,OK,0.0329332080000313,0.03295131200002288
49,61440,62720,240.0,245.0,1,0.9666666666666667,OK,0.054162984999948094,0.054183553000257234
50,62720,64000,245.0,250.0,1,0.8666666666666667,OK,0.05081723900002544,0.05083761600008074
