timestampMs,poorSignal,AF7,eegRawValueVolts,attention,meditation,blinkStrength,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,tagEvent,location
1755966515097,26,-265,"-5,82E+06",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515098,26,376,"8,26E+10",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515098,26,617,"1,36E+08",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515098,26,521,"1,14E+12",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515098,26,-96,"-2,11E+01",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515098,26,84,"1,85E+11",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515098,26,-116,"-2,55E+04",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515098,26,-140,"-3,08E+04",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515098,26,-649,"-1,43E+12",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515099,26,-852,"-1,87E+06",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515099,26,-366,"-8,04E+05",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515099,26,295,"6,48E+06",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515099,26,580,"1,27E+06",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515099,26,587,"1,29E+12",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515099,26,-19,"-4,17E+04",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515099,26,60,"1,32E+04",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515100,26,-106,"-2,33E+11",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515100,26,-258,"-5,67E+11",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515100,26,-510,"-1,12E+07",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515100,26,-649,"-1,43E+12",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515100,26,-205,"-4,50E+06",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515100,26,-26,"-5,71E+03",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515100,26,541,"1,19E+12",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515101,26,633,"1,39E+12",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515101,26,352,"7,73E+01",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515101,26,88,"1,93E+03",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515101,26,-96,"-2,11E+01",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515101,26,83,"1,82E+06",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515101,26,-396,"-8,70E+10",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515101,26,-709,"-1,56E+08",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515101,26,-610,"-1,34E+07",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515101,26,114,"2,50E+11",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515102,26,217,"4,77E+06",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515102,26,408,"8,96E+10",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515102,26,237,"5,21E+11",0,0,0,37828,1739487,76807,733388,14420,147131,12078,1583664,Tag0,unknown
1755966515102,26,-60,"-1,32E+04",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515149,26,-29,"-6,37E+04",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515150,26,-20,"-4,39E+02",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515164,26,-155,"-3,41E+06",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515165,26,-856,"-1,88E+05",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515165,26,-395,"-8,68E+06",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515165,26,51,"1,12E+11",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515165,26,149,"3,27E+06",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515165,26,632,"1,39E+12",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515165,26,528,"1,16E+04",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515165,26,-92,"-2,02E+04",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515165,26,108,"2,37E+11",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515165,26,-86,"-1,89E+11",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515166,26,-132,"-2,90E+04",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515166,26,-647,"-1,42E+08",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515166,26,-851,"-1,87E+08",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515166,26,-377,"-8,28E+06",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515166,26,262,"5,76E+05",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515166,26,523,"1,15E+08",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515166,26,536,"1,18E+12",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515166,26,-46,"-1,01E+05",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515166,26,51,"1,12E+11",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515167,26,-106,"-2,33E+11",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515167,26,-261,"-5,73E+06",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515167,26,-773,"-1,70E+12",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515167,26,-645,"-1,42E+08",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515167,26,-212,"-4,66E+11",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515167,26,-46,"-1,01E+05",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515167,26,516,"1,13E+12",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515167,26,616,"1,35E+05",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515168,26,356,"7,82E+04",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515168,26,-128,"-2,81E-01",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515168,26,-52,"-1,14E+04",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515168,26,124,"2,72E+04",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515168,26,-617,"-1,36E+08",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515168,26,-665,"-1,46E+08",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515168,26,-550,"-1,21E+07",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515168,26,-75,"-1,65E+06",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515168,26,533,"1,17E+08",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515169,26,443,"9,73E+06",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515169,26,241,"5,30E+06",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515169,26,-78,"-1,71E+05",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515169,26,-56,"-1,23E+03",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515169,26,-70,"-1,54E+05",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515169,26,-235,"-5,16E+06",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515169,26,-676,"-1,49E+12",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515169,26,-444,"-9,76E+04",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515169,26,28,"6,15E+02",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515170,26,136,"2,99E+11",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515170,26,619,"1,36E+08",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515170,26,518,"1,14E+07",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515170,26,-104,"-2,29E+03",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515171,26,84,"1,85E+11",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515171,26,119,"2,61E+11",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515171,26,-193,"-4,24E+11",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515172,26,-711,"-1,56E+08",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515172,26,-660,"-1,45E+06",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515172,26,-200,"-4,39E+03",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515172,26,-58,"-1,27E+05",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515172,26,217,"4,77E+06",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515172,26,209,"4,59E+06",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515173,26,115,"2,53E+06",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515173,26,-298,"-6,55E+05",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515173,26,24,"5,27E+01",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515173,26,-178,"-3,91E+05",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515173,26,-711,"-1,56E+08",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515173,26,-1063,"-2,34E+08",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515174,26,-597,"-1,31E+12",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515174,26,87,"1,91E+06",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515174,26,146,"3,21E+11",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515174,26,518,"1,14E+07",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515174,26,-8,"-1,76E+01",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515175,26,17,"3,74E+10",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515175,26,105,"2,31E+06",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515175,26,25,"5,49E+04",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
1755966515175,26,-471,"-1,03E+12",0,0,0,16761297,557390,16761642,105515,6134,16750365,3180,401406,Tag0,unknown
