timestampMs,poorSignal,AF7,eegRawValueVolts,attention,meditation,blinkStrength,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,tagEvent,location
1755966575098,26,-326,"-7,16E+10",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575098,26,316,"6,94E+10",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575098,26,608,"1,34E+03",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575099,26,613,"1,35E+12",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575099,26,311,"6,83E+10",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575099,26,-75,"-1,65E+06",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575099,26,-85,"-1,87E+06",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575114,26,-373,"-8,20E+06",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575114,26,-885,"-1,94E+08",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575114,26,-646,"-1,42E+07",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575115,26,-199,"-4,37E+11",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575115,26,-32,"-7,03E-01",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575115,26,554,"1,22E+12",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575115,26,409,"8,99E+10",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575131,26,172,"3,78E+11",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575132,26,261,"5,73E+06",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575132,26,281,"6,17E+06",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575132,26,59,"1,30E+06",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575132,26,-472,"-1,04E+05",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575132,26,-646,"-1,42E+07",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575132,26,-252,"-5,54E+04",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575147,26,-85,"-1,87E+06",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575148,26,523,"1,15E+08",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575148,26,439,"9,65E+06",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575148,26,233,"5,12E+11",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575163,26,-29,"-6,37E+04",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575164,26,-21,"-4,61E+09",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575164,26,91,"2,00E+06",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575164,26,-425,"-9,34E+06",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575164,26,-762,"-1,67E+12",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575164,26,-443,"-9,73E+06",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575165,26,0,"0.0",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575165,26,359,"7,89E+06",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575165,26,598,"1,31E+07",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575165,26,241,"5,30E+06",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575180,26,-52,"-1,14E+04",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575181,26,-90,"-1,98E+05",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575181,26,99,"2,18E+11",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575181,26,-571,"-1,25E+08",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575182,26,-727,"-1,60E+12",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575182,26,-504,"-1,11E+05",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575182,26,-299,"-6,57E+06",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575182,26,325,"7,14E+06",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575182,26,593,"1,30E+12",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575183,26,570,"1,25E+07",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575183,26,277,"6,09E+11",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575183,26,-63,"-1,38E+06",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575183,26,-78,"-1,71E+05",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575184,26,-161,"-3,54E+06",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575184,26,-653,"-1,43E+08",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575184,26,-836,"-1,84E+06",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575184,26,-356,"-7,82E+04",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575197,26,279,"6,13E+06",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575198,26,538,"1,18E+12",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575198,26,577,"1,27E+12",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575198,26,279,"6,13E+06",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575198,26,82,"1,80E+11",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575199,26,97,"2,13E+06",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575199,26,-377,"-8,28E+06",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575199,26,-889,"-1,95E+08",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575199,26,-749,"-1,65E+08",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575214,26,-568,"-1,25E+05",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575214,26,118,"2,59E+05",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575214,26,178,"3,91E+05",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575215,26,560,"1,23E+04",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575215,26,332,"7,29E+04",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575231,26,88,"1,93E+03",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575231,26,92,"2,02E+04",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575247,26,-322,"-7,08E+05",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575248,26,-828,"-1,82E+12",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575248,26,-1107,"-2,43E+12",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575248,26,-477,"-1,05E+08",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575249,26,-273,"-6,00E+10",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575249,26,332,"7,29E+04",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575249,26,547,"1,20E+08",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575249,26,172,"3,78E+11",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575249,26,-91,"-2,00E+06",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575250,26,-90,"-1,98E+05",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575250,26,108,"2,37E+11",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575250,26,-554,"-1,22E+12",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575250,26,-673,"-1,48E+08",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575251,26,-426,"-9,36E+05",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575251,26,27,"5,93E+10",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575251,26,134,"2,94E+11",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575251,26,627,"1,38E+08",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575252,26,568,"1,25E+05",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
1755966575264,26,280,"6,15E+03",0,0,0,720297,1848999,19065,639666,8324,164650,8909,1812386,Tag0,unknown
